participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
41,qgoxwwit,5dd9f0e719eecb97dfab7b48,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:26:32.313787,1,,,0.0,2,,0.0,20,1,al9gerxp,,,,,0
42,bz6yp0tj,60306cf6330619ee41fa3cd2,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:26:47.890660,1,,,7.0,1,,0.0,22,1,al9gerxp,,,,,0
43,5ymfkirn,5fce2f690262d007e3ceec0a,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:27:15.248500,1,,,8.0,1,,0.0,21,1,al9gerxp,,,,,0
44,55uj91hu,5fec956243c578e38ad84250,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:27:17.000944,1,,,7.0,2,,0.0,21,1,al9gerxp,,,,,0
45,hw3o7ooo,5f4d40ca75b5258bf5af8cca,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:27:27.262808,1,,,5.0,2,,0.0,22,1,al9gerxp,,,,,0
46,gx7fw3oy,610767787cedfee7eb040a80,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:27:47.225933,1,,,7.0,2,,0.0,23,1,al9gerxp,,,,,0
47,pozacd2p,5c872cded9fe700001024123,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:25.653912,1,,,4.0,1,,0.0,40,1,al9gerxp,,,,,0
48,w34hut9l,5b9b0f12d1ff7a00013b3b8a,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:30.906723,1,,,8.0,1,,0.0,39,1,al9gerxp,,,,,0
49,2vcbpzk7,5c0ddc894bc2690001b67bd0,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:31.382498,1,,,0.0,1,,0.0,41,1,al9gerxp,,,,,0
50,5syc80nb,5c33ccf9377d960001044af0,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:33.363176,1,,,2.0,2,,0.0,24,1,al9gerxp,,,,,0
51,r459pzy2,60a7d8b0fc03b8046e42b211,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:34.975195,1,,,0.0,1,,0.0,25,1,al9gerxp,,,,,0
52,52ltqnj2,614ee347a57616853a7b1356,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:35.069785,1,,,7.0,1,,0.0,31,1,al9gerxp,,,,,0
53,wqiz6dda,60121fca666552254559110d,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:36.218673,1,,,14.0,1,,0.0,35,1,al9gerxp,,,,,0
54,i7t9uesp,610c46ec070a815a79afe046,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:38.261887,1,,,10.0,1,,0.0,27,1,al9gerxp,,,,,0
55,e8w6xg9u,5bbc18010cb04c00015025ce,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:39.486008,1,,,4.0,2,,0.0,25,1,al9gerxp,,,,,0
56,t7167c6k,5c509cad3e4c8400010ac228,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:39.567863,1,,,10.0,1,,0.0,26,1,al9gerxp,,,,,0
57,8t8anjpb,60fdaf0e27b6ed924e1a28d0,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:39.956840,1,,,5.0,2,,0.0,27,1,al9gerxp,,,,,0
58,zfa80s5i,5ec6d423fc10270f0bbbc90e,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:42.326342,1,,,11.0,1,,0.0,36,1,al9gerxp,,,,,0
59,7d3ogrpx,614e8940d8d08d51a2785582,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:42.503080,1,,,12.0,2,,0.0,36,1,al9gerxp,,,,,0
60,i2c584zz,5ececb180ce9a12d14704ef5,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:43.794067,1,,,10.0,2,,0.0,31,1,al9gerxp,,,,,0
61,skfe3lea,5e8b0faa3d71b07b69ef26f4,0,23,24,survey,Survey,2021-12-14 18:29:44.609616,1,,,5.0,1,,0.0,28,1,al9gerxp,,,,,0
62,9iiwpzt3,5d9f8573ce3daf0015e3e400,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:45.050732,1,,,10.0,1,,0.0,29,1,al9gerxp,,,,,0
63,8i6522pf,60feb1a03c29d23a1476520f,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:45.184618,1,,,5.0,2,,0.0,26,1,al9gerxp,,,,,0
64,e1p74p4t,6108103e7cdaf6c911ee5c4c,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:47.721712,1,,,8.0,1,,0.0,33,1,al9gerxp,,,,,0
65,gr26jgv5,55e7b91341988f000575d6b5,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:48.932304,1,,,13.0,1,,0.0,30,1,al9gerxp,,,,,0
66,plf8cokx,5e5e5b2488479216d9171d1b,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:49.470880,1,,,10.0,2,,0.0,29,1,al9gerxp,,,,,0
67,xfmovl3c,61099736cede2ad0e1b3ba78,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:49.628782,1,,,13.0,2,,0.0,33,1,al9gerxp,,,,,0
68,wwimoh43,611eb5db46ee495d60b16aae,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:50.030351,1,,,5.0,2,,0.0,40,1,al9gerxp,,,,,0
69,7dmi0lnt,5c27e76978fad500019328cc,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:50.074273,1,,,10.0,2,,0.0,28,1,al9gerxp,,,,,0
70,08s8soqb,603e86969a3fd3ec23e64a13,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:50.487019,1,,,15.0,2,,0.0,35,1,al9gerxp,,,,,0
71,h0duyyfk,5ddd675deb3973cbee9e415c,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:51.007308,1,,,6.0,2,,0.0,30,1,al9gerxp,,,,,0
72,70qyu6xu,593ab35d51244c00013dcb69,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:53.404768,1,,,10.0,1,,0.0,32,1,al9gerxp,,,,,0
73,6ghi2wzl,5c347cb8bef9a20001e30950,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:53.747972,1,,,5.0,1,,0.0,43,1,al9gerxp,,,,,0
74,9tja34ot,5f357a52ddc87914266543e3,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:53.776974,1,,,4.0,2,,0.0,32,1,al9gerxp,,,,,0
75,acd7k1h5,6102d5e6ff92a8dd0cce6b8f,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:54.660364,1,,,14.0,1,,0.0,38,1,al9gerxp,,,,,0
76,xvrl1kqh,61380e91fdd449e05017e8ac,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:54.981897,1,,,11.0,2,,0.0,39,1,al9gerxp,,,,,0
77,ctog2b89,5fd1a05738899d1bab2798ec,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:56.976851,1,,,10.0,1,,0.0,34,1,al9gerxp,,,,,0
78,lo91mjw1,5e8eab0540aaf41584d9b1b9,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:56.982289,1,,,17.0,2,,0.0,34,1,al9gerxp,,,,,0
79,vw3mccxt,5d1e5ece2e9ac30016b522c5,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:58.286237,1,,,0.0,1,,0.0,47,1,al9gerxp,,,,,0
80,h8r46rqn,6111782b298eff6c31853ea8,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:59.001954,1,,,5.0,1,,0.0,42,1,al9gerxp,,,,,0
81,wiobcsgn,5cb553b7a0ccb30017e5b617,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:01.430075,1,,,9.0,2,,0.0,38,1,al9gerxp,,,,,0
82,wi7ivi90,5d63867550d0dd0017805976,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:01.955874,1,,,4.0,1,,0.0,44,1,al9gerxp,,,,,0
83,nte5w51a,5c01d3c509e9c70001500b10,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:03.059230,1,,,0.0,2,,0.0,42,1,al9gerxp,,,,,0
84,ceopj5bn,5f5e32a0d6a12c6857b8e127,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:03.529940,1,,,11.0,1,,0.0,37,1,al9gerxp,,,,,0
85,dwppgoma,60bd784514215b77d2a0f4d8,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:04.909271,1,,,5.0,2,,0.0,43,1,al9gerxp,,,,,0
86,qetidtam,5f3e5e066dfaa70464615447,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:05.285753,1,,,6.0,1,,0.0,45,1,al9gerxp,,,,,0
87,ohzm5sti,61158574ed206f98ac50dba7,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:07.716703,1,,,5.0,2,,0.0,41,1,al9gerxp,,,,,0
88,zn3rnk7e,5d586fdc8200f50001f03a0e,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:07.961656,1,,,9.0,2,,0.0,45,1,al9gerxp,,,,,0
89,qgk47hmk,60d3740f31606cb50e49f00c,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:09.705197,1,,,12.0,2,,0.0,37,1,al9gerxp,,,,,0
90,mqbxki1l,58d069219dbe3f0001258793,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:12.543831,1,,,7.0,1,,0.0,46,1,al9gerxp,,,,,0
91,u2zf7piq,57dd766bbcd7150001ded5de,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:18.846109,1,,,0.0,2,,0.0,44,1,al9gerxp,,,,,0
92,4h3wiu11,6107d9c1e9a66a284ebcb9d3,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:35.276693,1,,,4.0,2,,0.0,46,1,al9gerxp,,,,,0
93,qthawos1,583b397f54686200010f1d20,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:38.934432,1,,,9.0,2,,0.0,47,1,al9gerxp,,,,,0
94,9jsclvod,6108d6efa698e3dbe3b313d3,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:32:17.975470,1,,,5.0,2,,0.0,48,1,al9gerxp,,,,,0
95,qgk9xdvo,6110d7f556da416401efdd5f,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:34:48.458408,1,,,10.0,1,,0.0,50,1,al9gerxp,,,,,0
96,zrxt1gpi,610e02ecfec09b71ff681d86,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:34:49.695203,1,,,2.0,1,,0.0,49,1,al9gerxp,,,,,0
97,ua0weqv6,60ef5b83e2e741ea6d220c92,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:34:51.334585,1,,,7.0,2,,0.0,49,1,al9gerxp,,,,,0
98,uetkh54g,5edaa52a54fe056e4bc55408,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:34:51.525869,1,,,0.0,1,,0.0,67,1,al9gerxp,,,,,0
99,03zp6r29,614e220aee4e0bd0529d6edd,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:34:51.601759,1,,,6.0,1,,0.0,52,1,al9gerxp,,,,,0
100,ak1avl0v,5ff8b291840bed124061d389,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:34:51.874732,1,,,10.0,2,,0.0,50,1,al9gerxp,,,,,0
101,km7kzcht,615628f39024e679836b778b,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:34:52.432361,1,,,10.0,1,,0.0,51,1,al9gerxp,,,,,0
102,8g2zgj51,5fd298b32f6cb7062fd9aea0,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:34:53.320062,1,,,8.0,1,,0.0,54,1,al9gerxp,,,,,0
103,87qpj1mn,5e4e844553bc702cdf68404d,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:34:54.343896,1,,,5.0,1,,0.0,53,1,al9gerxp,,,,,0
104,hfdwsdh4,5b7cbe9db630cf000125dffe,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:34:55.570377,1,,,10.0,2,,0.0,52,1,al9gerxp,,,,,0
105,f3lq0z3k,5ea48ae3461d1044f2d282cc,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:34:57.089437,1,,,4.0,1,,0.0,61,1,al9gerxp,,,,,0
106,cjgrkyo9,5e38823f0d70ef099d5e5a56,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:34:57.133201,1,,,10.0,2,,0.0,51,1,al9gerxp,,,,,0
107,mrl767pe,60feed0aea95a63cd3aade71,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:34:58.366563,1,,,8.0,1,,0.0,60,1,al9gerxp,,,,,0
108,c9gvdtgq,5f4d2e57030fef9b371373a5,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:34:58.661624,1,,,10.0,2,,0.0,53,1,al9gerxp,,,,,0
109,57vvd46k,60fd9f121d7dd0dbad241575,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:34:58.833322,1,,,14.0,2,,0.0,54,1,al9gerxp,,,,,0
110,s0z6a4b8,60bd28cc95ab27d4f4f6ada3,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:34:59.146110,1,,,11.0,1,,0.0,62,1,al9gerxp,,,,,0
111,rij5kh66,602a86bb76d5ee0770e1943d,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:00.929167,1,,,7.0,1,,0.0,69,1,al9gerxp,,,,,0
112,4yno2nsq,5f4fe40c4af6f3120ff17532,0,8,24,trust_robot_firstmover_strategy,Instructions,2021-12-14 18:35:01.068234,1,,,0.0,1,,0.0,57,1,al9gerxp,,,,,0
113,dmj4v2y9,5c12f106c4b80e000192c472,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:01.110900,1,,,10.0,1,,0.0,58,1,al9gerxp,,,,,0
114,hee9d6x9,5f902184d7badd065adb604b,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:01.991822,1,,,5.0,1,,0.0,64,1,al9gerxp,,,,,0
115,j5zwkkoc,6172378d423fdf1acdc2d212,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:03.694806,1,,,6.0,1,,0.0,63,1,al9gerxp,,,,,0
116,6y1n17ev,5f2b0d992bd6f94c51adeac4,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:03.753476,1,,,5.0,1,,0.0,56,1,al9gerxp,,,,,0
117,mjsfm4vn,60bcfa3d9cfc3d429181e927,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:03.648543,1,,,9.0,2,,0.0,58,1,al9gerxp,,,,,0
118,wnxj5k2m,5c57ab1509864e0001361c74,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:04.127548,1,,,13.0,2,,0.0,56,1,al9gerxp,,,,,0
119,yfobxqo6,5f7785e49588a42e71b2466a,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:04.641961,1,,,14.0,1,,0.0,59,1,al9gerxp,,,,,0
120,6fzbwt13,5bc9f8b677740000016a08b5,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:05.144251,1,,,14.0,2,,0.0,61,1,al9gerxp,,,,,0
121,vzb872hp,6109482350367148ce0aa834,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:05.614445,1,,,10.0,1,,0.0,55,1,al9gerxp,,,,,0
122,x6xqh33z,6101667971d68405d105698a,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:05.951441,1,,,9.0,2,,0.0,57,1,al9gerxp,,,,,0
123,e82c1oj5,615fad239fd8b6f7c048057a,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:06.315658,1,,,14.0,2,,0.0,59,1,al9gerxp,,,,,0
124,e8xicilf,5e46f490a5748507c57e3c5f,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:06.952246,1,,,0.0,1,,0.0,66,1,al9gerxp,,,,,0
125,wql1znsf,60fcb2b45504d8488ab13968,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:08.577601,1,,,11.0,2,,0.0,62,1,al9gerxp,,,,,0
126,0ax8av86,5e71a80784155f0c75a56c70,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:08.863976,1,,,13.0,2,,0.0,55,1,al9gerxp,,,,,0
127,9tu3pusy,61003d8f50af08227da7fd77,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:09.232005,1,,,12.0,2,,0.0,60,1,al9gerxp,,,,,0
128,m3tr0a56,5dbf704fa3f5cb40876271fc,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:09.237891,1,,,5.0,2,,0.0,66,1,al9gerxp,,,,,0
129,hah22424,5dd3e5b66d52253c0e37e402,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:19.385520,1,,,13.0,2,,0.0,63,1,al9gerxp,,,,,0
130,x8faevzn,60b6938ae5e1bcc48326db9e,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:25.763652,1,,,7.0,1,,0.0,70,1,al9gerxp,,,,,0
131,lxaus657,57dd186e6598aa0001992616,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:26.406621,1,,,4.0,1,,0.0,65,1,al9gerxp,,,,,0
132,geyktwmh,5ee3a34e16ad19048aef74f6,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:31.218658,1,,,5.0,2,,0.0,64,1,al9gerxp,,,,,0
133,tn3f5k6t,604b9e6373c491acd8aec923,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:35.172093,1,,,5.0,2,,0.0,65,1,al9gerxp,,,,,0
134,ssnevi3r,61280902667000b761f45570,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:37.411535,1,,,4.0,2,,0.0,67,1,al9gerxp,,,,,0
135,xi410quy,5fe17e28d8918b3fae67ec4d,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:35:56.845825,1,,,2.0,2,,0.0,70,1,al9gerxp,,,,,0
136,hufrkryu,61095aa08fbfc362fd8c2f4b,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:36:04.357669,1,,,5.0,1,,0.0,68,1,al9gerxp,,,,,0
137,l3667ots,61230b14a3bcb65c585dfdaa,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:36:07.093120,1,,,0.0,2,,0.0,68,1,al9gerxp,,,,,0
138,c23h2j8o,6026d1eca0c0d1400dcfbbd6,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:36:15.660201,1,,,8.0,2,,0.0,69,1,al9gerxp,,,,,0
139,nc354vqh,5dccb82a76eab294aa4837ff,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:36:50.025801,1,,,6.0,1,,0.0,71,1,al9gerxp,,,,,0
140,a8ue9y7h,5ecd4acdb218ec085c6eefe6,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:37:51.349117,1,,,0.0,1,,0.0,94,1,al9gerxp,,,,,0
141,ccdbc80c,5f981f8cf4b92c07ac93e2fe,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:38:18.404343,1,,,0.0,1,,0.0,88,1,al9gerxp,,,,,0
142,12ov3vbd,5e0e1b8800a6bf000a694f79,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:38:29.686159,1,,,0.0,2,,0.0,88,1,al9gerxp,,,,,0
143,zt4jd3ax,5eaf1a2c649fd108284c2b5f,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:38:30.763967,1,,,9.0,1,,0.0,85,1,al9gerxp,,,,,0
144,wdb32tbf,581649f0b434f0000184d2a9,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:38:30.867606,1,,,12.0,1,,0.0,82,1,al9gerxp,,,,,0
