participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.prolific_ID,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
52,0k0jts07,61743e9dc0bc8b79dc07f38b,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:08:26.915317,1,,,10.0,52,,0.0,61743e9dc0bc8b79dc07f38b,1,1,qd0ydl2t,,,,,0
53,6yidezg1,600c63a5dfb7171357a02440,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:08:26.956081,1,,,5.0,53,,0.0,600c63a5dfb7171357a02440,1,1,qd0ydl2t,,,,,0
54,49khy4ar,60e9af9a43403df7e5194222,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:08:28.973966,1,,,5.0,54,,0.0,60e9af9a43403df7e5194222,1,1,qd0ydl2t,,,,,0
55,6bykl86q,5ff51b9e26fd088147de9b26,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:08:28.802139,1,,,5.0,55,,0.0,5ff51b9e26fd088147de9b26,1,1,qd0ydl2t,,,,,0
56,a9aiy57z,5f6e2f793c9b1032dbe72def,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:09:16.769427,1,,,6.0,56,,0.0,5f6e2f793c9b1032dbe72def,1,1,qd0ydl2t,,,,,0
57,xco122d2,6166c0eb123b6e8b34628249,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:09:30.075890,1,,,9.0,57,,0.0,6166c0eb123b6e8b34628249,1,1,qd0ydl2t,,,,,0
58,p003be6b,5c0727ff1d461400012b61ee,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:10:45.347984,1,,,5.0,58,,0.0,5c0727ff1d461400012b61ee,1,1,qd0ydl2t,,,,,0
59,e9qgbk37,58c1ce3c3783090001b49355,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:10:48.942519,1,,,2.0,59,,0.0,58c1ce3c3783090001b49355,1,1,qd0ydl2t,,,,,0
60,5s6zizk2,60ff0c8a83c4bf36bf52df28,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:10:49.293828,1,,,0.0,60,,0.0,60ff0c8a83c4bf36bf52df28,1,1,qd0ydl2t,,,,,0
61,9er92lpd,61648bb6ad1eceeee2c056ee,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:10:49.415088,1,,,4.0,61,,0.0,61648bb6ad1eceeee2c056ee,1,1,qd0ydl2t,,,,,0
62,kllboxqu,5aeeb4903c80f200013af2ed,0,3,24,dictator_human,GroupWaitPage,2021-12-13 18:10:50.443384,1,,,0.0,62,,0.0,5aeeb4903c80f200013af2ed,1,1,qd0ydl2t,,,,,0
63,1eufia3o,56210effed6e5a000ac7f3a5,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:10:52.128518,1,,,8.0,63,,0.0,56210effed6e5a000ac7f3a5,1,1,qd0ydl2t,,,,,0
64,hnwichw4,6123c6bc3055eec90f7dbabb,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:10:52.433462,1,,,8.0,64,,0.0,6123c6bc3055eec90f7dbabb,1,1,qd0ydl2t,,,,,0
65,8yvcncm0,5f3c6e44dc97f2aee9a67c7b,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:10:56.458836,1,,,9.0,65,,0.0,5f3c6e44dc97f2aee9a67c7b,1,1,qd0ydl2t,,,,,0
66,gq5sauwh,6085bb66296b0a411198d8fd,0,1,24,introduction,ID,2021-12-13 18:10:56.872483,1,,,0.0,66,,0.0,,1,1,qd0ydl2t,,,,,0
67,vh0q9k88,591d369e88bbb500013a8517,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:10:57.354330,1,,,10.0,67,,0.0,591d369e88bbb500013a8517,1,1,qd0ydl2t,,,,,0
68,9epq8pg4,60fd6ea5d5e5f804bb6fc4cf,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:10:57.347256,1,,,5.0,68,,0.0,60fd6ea5d5e5f804bb6fc4cf,1,1,qd0ydl2t,,,,,0
69,6j8din3g,5ea77b0161f86b151f475c8f,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:10:57.527078,1,,,20.0,69,,0.0,5ea77b0161f86b151f475c8f,1,1,qd0ydl2t,,,,,0
70,9vfequ19,60fdd7f6ec1fd96d3c3a2b7a,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:10:57.900585,1,,,0.0,70,,0.0,60fdd7f6ec1fd96d3c3a2b7a,1,1,qd0ydl2t,,,,,0
71,esfemhmo,56f9364e895094000c8f4967,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:10:58.377159,1,,,7.0,71,,0.0,56f9364e895094000c8f4967,1,1,qd0ydl2t,,,,,0
72,luqzin4e,6153cc9cd8ac0521250d0009,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:10:59.882727,1,,,9.0,72,,0.0,6153cc9cd8ac0521250d0009,1,1,qd0ydl2t,,,,,0
73,vnn258un,6102c8ad26a015adcd8aaac4,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:10:59.735566,1,,,0.0,73,,0.0,6102c8ad26a015adcd8aaac4,1,1,qd0ydl2t,,,,,0
74,xhhvvfu0,5ad4a9f30f5d3900016a4d8b,0,3,24,dictator_human,GroupWaitPage,2021-12-13 18:10:59.889908,1,,,0.0,74,,0.0,5ad4a9f30f5d3900016a4d8b,1,1,qd0ydl2t,,,,,0
75,rfj7sire,5f4af15a0add63150e16e55a,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:11:00.090262,1,,,8.0,75,,0.0,5f4af15a0add63150e16e55a,1,1,qd0ydl2t,,,,,0
76,agoqbey3,58e79ac632bebb0001b741ec,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:11:00.111491,1,,,12.0,76,,0.0,58e79ac632bebb0001b741ec,1,1,qd0ydl2t,,,,,0
77,qw17mgq7,5dc59aea37023940a0860dea,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:11:00.244621,1,,,5.0,77,,0.0,5dc59aea37023940a0860dea,1,1,qd0ydl2t,,,,,0
78,z1p5j460,61688317772399d5e4bdcd13,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:11:01.664267,1,,,5.0,78,,0.0,61688317772399d5e4bdcd13,1,1,qd0ydl2t,,,,,0
79,w9io4w7e,5c4fa169ee5ae100010a2057,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:11:02.903566,1,,,5.0,79,,0.0,5c4fa169ee5ae100010a2057,1,1,qd0ydl2t,,,,,0
80,82oiyban,61643da0ffad2d01e7b988b5,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:11:03.677059,1,,,5.0,80,,0.0,61643da0ffad2d01e7b988b5,1,1,qd0ydl2t,,,,,0
81,dmclsyyo,5f3ac1732efa0a74f975b1a8,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:11:05.471791,1,,,14.0,81,,0.0,5f3ac1732efa0a74f975b1a8,1,1,qd0ydl2t,,,,,0
82,8i481afx,601e1253bbecc3279e4fb472,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:11:10.584757,1,,,10.0,82,,0.0,601e1253bbecc3279e4fb472,1,1,qd0ydl2t,,,,,0
83,u8wx92id,61088c529cff73b187d19e6d,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:11:15.665505,1,,,5.0,83,,0.0,61088c529cff73b187d19e6d,1,1,qd0ydl2t,,,,,0
84,tqq8tw11,616d9ef881036dfbfd63d2f4,0,15,24,ultimatum_human_strategy,GroupWaitPage,2021-12-13 18:11:21.989075,1,,,0.0,84,,0.0,616d9ef881036dfbfd63d2f4,1,1,qd0ydl2t,,,,,0
85,2fq6wncr,5f69f9dbe18c880116b0f178,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:11:24.895495,1,,,5.0,85,,0.0,5f69f9dbe18c880116b0f178,1,1,qd0ydl2t,,,,,0
86,e9xv7r9a,615efd1df11a7d21f0f12f68,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:11:25.570212,1,,,10.0,86,,0.0,615efd1df11a7d21f0f12f68,1,1,qd0ydl2t,,,,,0
87,yweb1me0,58a50aebbb9e0f0001aca2a7,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:12:04.830789,1,,,0.0,87,,0.0,58a50aebbb9e0f0001aca2a7,1,1,qd0ydl2t,,,,,0
88,mf9cno75,568e7144e3ef9e000da20149,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:12:59.806459,1,,,20.0,88,,0.0,568e7144e3ef9e000da20149,1,1,qd0ydl2t,,,,,0
89,xpw8xhd6,5ea90a840928983752c88275,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:13:48.099298,1,,,7.0,89,,0.0,5ea90a840928983752c88275,1,1,qd0ydl2t,,,,,0
90,cz5zdcya,60fc7d423aa600bbb01b7813,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:13:52.126950,1,,,5.0,90,,0.0,60fc7d423aa600bbb01b7813,1,1,qd0ydl2t,,,,,0
91,yvq2p5z2,6095a3cfda27eb98bb3b74f0,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:14:05.878342,1,,,5.0,91,,0.0,6095a3cfda27eb98bb3b74f0,1,1,qd0ydl2t,,,,,0
92,nel7r0km,616f727b03e888e0f8213eec,0,24,24,final_screen,EndOfExperiment,2021-12-13 18:15:36.099054,1,,,0.0,92,,0.0,616f727b03e888e0f8213eec,1,1,qd0ydl2t,,,,,0
93,sv2wvcor,5a0b8d4c7ecfc50001be130d,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:03:55.970995,1,,,8.0,93,,0.0,5a0b8d4c7ecfc50001be130d,1,1,qd0ydl2t,,,,,0
94,mtpnnixp,5af7094225561e00013acd70,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:03:58.946639,1,,,8.0,94,,0.0,5af7094225561e00013acd70,1,1,qd0ydl2t,,,,,0
95,mu9j8amj,5b6259be5256470001bd0c6d,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:03:59.170193,1,,,7.0,95,,0.0,5b6259be5256470001bd0c6d,1,1,qd0ydl2t,,,,,0
96,z8jozpro,5eaef287fb863f5c922abad9,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:03:59.412278,1,,,5.0,96,,0.0,5eaef287fb863f5c922abad9,1,1,qd0ydl2t,,,,,0
97,sg198n29,5c4684826a7dbc00017c0a87,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:00.393404,1,,,10.0,97,,0.0,5c4684826a7dbc00017c0a87,1,1,qd0ydl2t,,,,,0
98,lijanq5r,5f969b802a498b000aab2571,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:01.592382,1,,,6.0,98,,0.0,5f969b802a498b000aab2571,1,1,qd0ydl2t,,,,,0
99,n4wpbh9w,5e24fbd4e1f467771c234e5f,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:02.172850,1,,,9.0,99,,0.0,5e24fbd4e1f467771c234e5f,1,1,qd0ydl2t,,,,,0
100,jvfuq5o8,57d0a0bee3221e00015fe385,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:02.931282,1,,,11.0,100,,0.0,57d0a0bee3221e00015fe385,1,1,qd0ydl2t,,,,,0
101,lgcx82ab,5f16f559325a640008bb9a07,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:03.453300,1,,,2.0,101,,0.0,5f16f559325a640008bb9a07,1,1,qd0ydl2t,,,,,0
102,x38cyic5,5ff591cba89e1b000bfb9852,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:03.412675,1,,,0.0,102,,0.0,5ff591cba89e1b000bfb9852,1,1,qd0ydl2t,,,,,0
103,2yb4bpaa,5a78e410ae9a0b0001a97274,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:03.550935,1,,,0.0,103,,0.0,5a78e410ae9a0b0001a97274,1,1,qd0ydl2t,,,,,0
104,1ygcliwl,5589c7cefdf99b18bd86cf31,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:04.697536,1,,,10.0,104,,0.0,5589c7cefdf99b18bd86cf31,1,1,qd0ydl2t,,,,,0
105,vw3q8t1s,5bc0ac845a09ea00012e2d30,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:04.705635,1,,,5.0,105,,0.0,5bc0ac845a09ea00012e2d30,1,1,qd0ydl2t,,,,,0
106,mfipp5xl,5c935d881754ba001b25697a,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:05.381755,1,,,10.0,106,,0.0,5c935d881754ba001b25697a,1,1,qd0ydl2t,,,,,0
107,6hxf6bfi,5adeb4e9f6b58c0001fa70aa,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:08.913389,1,,,2.0,107,,0.0,5adeb4e9f6b58c0001fa70aa,1,1,qd0ydl2t,,,,,0
108,lsszarjh,5993020a5f49420001caf86b,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:09.095745,1,,,4.0,108,,0.0,5993020a5f49420001caf86b,1,1,qd0ydl2t,,,,,0
109,ysc121oj,5fefa70c30cadfb105b65915,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:09.638753,1,,,5.0,109,,0.0,5fefa70c30cadfb105b65915,1,1,qd0ydl2t,,,,,0
110,jhshxvc7,614e2a0633223cd40a849ee3,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:09.951214,1,,,5.0,110,,0.0,614e2a0633223cd40a849ee3,1,1,qd0ydl2t,,,,,0
111,tbcurf3e,588e8b95670d6600012bd8dc,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:10.001510,1,,,15.0,111,,0.0,588e8b95670d6600012bd8dc,1,1,qd0ydl2t,,,,,0
112,e3t32v3x,5d37d2861566530016a061de,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:10.477684,1,,,11.0,112,,0.0,5d37d2861566530016a061de,1,1,qd0ydl2t,,,,,0
113,mec8hjey,56f7982b35c4760006278c61,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:10.430003,1,,,9.0,113,,0.0,56f7982b35c4760006278c61,1,1,qd0ydl2t,,,,,0
114,lbbr4acw,6111986f4a5008037f6fe7f5,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:11.361859,1,,,5.0,114,,0.0,6111986f4a5008037f6fe7f5,1,1,qd0ydl2t,,,,,0
115,ltqflwzf,5f5353ff017c5965165df065,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:12.525692,1,,,4.0,115,,0.0,5f5353ff017c5965165df065,1,1,qd0ydl2t,,,,,0
116,msuhjscb,6101c2aaf8555a745cfb472b,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:13.803415,1,,,5.0,116,,0.0,6101c2aaf8555a745cfb472b,1,1,qd0ydl2t,,,,,0
117,cmcp2nj1,61006ef97b3147b00cccf8cd,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:14.443835,1,,,7.0,117,,0.0,61006ef97b3147b00cccf8cd,1,1,qd0ydl2t,,,,,0
118,yzor1xqf,569cffa09e8363000c3087cd,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:14.906508,1,,,7.0,118,,0.0,569cffa09e8363000c3087cd,1,1,qd0ydl2t,,,,,0
119,mud4eavm,5f03ba3355b1f25f0e07a7ff,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:18.564602,1,,,0.0,119,,0.0,5f03ba3355b1f25f0e07a7ff,1,1,qd0ydl2t,,,,,0
120,zy65yaay,5d83c1e911cb3a0001570ea4,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:22.869065,1,,,0.0,120,,0.0,5d83c1e911cb3a0001570ea4,1,1,qd0ydl2t,,,,,0
121,byoz9p3d,5dd352c51c219b35931aefd1,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:49.905442,1,,,5.0,121,,0.0,5dd352c51c219b35931aefd1,1,1,qd0ydl2t,,,,,0
122,iue3q9v1,6107047fbafeaf147ba228c0,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:05:39.812904,1,,,5.0,122,,0.0,6107047fbafeaf147ba228c0,1,1,qd0ydl2t,,,,,0
123,irczu8lq,611c566a4412b71fd8fb5e20,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:05:57.585906,1,,,9.0,123,,0.0,611c566a4412b71fd8fb5e20,1,1,qd0ydl2t,,,,,0
124,2xmfs16y,5bbf916162b9aa00011466a3,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:07:30.304290,1,,,7.0,124,,0.0,243AD98C,1,1,qd0ydl2t,,,,,0
125,vpinomlh,60860909dc3bd4f7efeaef14,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:07:31.573169,1,,,5.0,125,,0.0,60860909dc3bd4f7efeaef14,1,1,qd0ydl2t,,,,,0
126,2kv6716x,57dd1a741334540001170404,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:07:41.293983,1,,,5.0,126,,0.0,57dd1a741334540001170404,1,1,qd0ydl2t,,,,,0
127,xepotbdr,61573df2a779b544c3729b54,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:07:54.617726,1,,,5.0,127,,0.0,61573df2a779b544c3729b54,1,1,qd0ydl2t,,,,,0
128,1va28dii,6125b040ffa3c0b9e67b92c9,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:09:13.607291,1,,,0.0,128,,0.0,6125b040ffa3c0b9e67b92c9,1,1,qd0ydl2t,,,,,0
129,kt95kpry,561bbdf9811d22000df3138a,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:14:55.956613,1,,,14.0,129,,0.0,561bbdf9811d22000df3138a,1,1,qd0ydl2t,,,,,0
130,j1q2iv7q,5685850c333cbd000d4e042f,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:16:52.777637,1,,,10.0,130,,0.0,5685850c333cbd000d4e042f,1,1,qd0ydl2t,,,,,0
131,8z1q5fo3,5ed88b61ff2fef399ca66d92,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:13.295058,1,,,5.0,131,,0.0,5ed88b61ff2fef399ca66d92,1,1,qd0ydl2t,,,,,0
132,q580hxva,600c66fafe6f05135db8ede9,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:13.219521,1,,,5.0,132,,0.0,600c66fafe6f05135db8ede9,1,1,qd0ydl2t,,,,,0
133,skduf90n,615d051e2366aeb051acb734,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:14.386635,1,,,5.0,133,,0.0,615d051e2366aeb051acb734,1,1,qd0ydl2t,,,,,0
134,lr6bt3x0,5f121091e95fdc03b5e897d0,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:14.909302,1,,,5.0,134,,0.0,5f121091e95fdc03b5e897d0,1,1,qd0ydl2t,,,,,0
135,e7x9xfd1,611ff6cc935b6de3fff0b896,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:15.324131,1,,,14.0,135,,0.0,611ff6cc935b6de3fff0b896,1,1,qd0ydl2t,,,,,0
136,wig7cwr2,610c255527970227a005623e,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:15.472972,1,,,10.0,136,,0.0,610c255527970227a005623e,1,1,qd0ydl2t,,,,,0
137,t84snq20,59a1ddac5dfd6b000152601f,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:16.527689,1,,,2.0,137,,0.0,59a1ddac5dfd6b000152601f,1,1,qd0ydl2t,,,,,0
138,c8dgacxs,5c1655c7ad682500017070d2,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:17.347598,1,,,5.0,138,,0.0,5c1655c7ad682500017070d2,1,1,qd0ydl2t,,,,,0
139,fsiu2x0c,61562037d8d42a74687762c6,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:17.599569,1,,,5.0,139,,0.0,61562037d8d42a74687762c6,1,1,qd0ydl2t,,,,,0
140,ydgumf0b,613536e3238caf9fc20ea9e7,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:19.229946,1,,,5.0,140,,0.0,613536e3238caf9fc20ea9e7,1,1,qd0ydl2t,,,,,0
141,vl363n9i,5d5181fc842e8600171e5a78,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:22.116014,1,,,4.0,141,,0.0,5d5181fc842e8600171e5a78,1,1,qd0ydl2t,,,,,0
142,3zreuv7l,5643708f942576000b66ec22,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:22.980988,1,,,11.0,142,,0.0,5643708f942576000b66ec22,1,1,qd0ydl2t,,,,,0
143,2u8ezvac,56f2319af2df32000d8fb1a4,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:23.656500,1,,,7.0,143,,0.0,56f2319af2df32000d8fb1a4,1,1,qd0ydl2t,,,,,0
144,2if927q2,60fce0fcf9abe7218c789734,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:24.439952,1,,,5.0,144,,0.0,60fce0fcf9abe7218c789734,1,1,qd0ydl2t,,,,,0
145,odbmfwqz,614e1095303040298701c095,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:26.533647,1,,,5.0,145,,0.0,614e1095303040298701c095,1,1,qd0ydl2t,,,,,0
146,av8x9511,6150840e2b45145c1520efeb,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:27.029934,1,,,5.0,146,,0.0,6150840e2b45145c1520efeb,1,1,qd0ydl2t,,,,,0
147,7tofbjl5,5f5b0f1be585c32184a4cf35,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:26.964388,1,,,9.0,147,,0.0,5f5b0f1be585c32184a4cf35,1,1,qd0ydl2t,,,,,0
148,ejgw4dpk,616ed044985dca605e572d22,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:29.124235,1,,,9.0,148,,0.0,616ed044985dca605e572d22,1,1,qd0ydl2t,,,,,0
149,xl2t38vp,613930f9c3c440ef9a34bf02,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:29.897734,1,,,9.0,149,,0.0,613930f9c3c440ef9a34bf02,1,1,qd0ydl2t,,,,,0
150,00h5bvn6,590208c89571f50001c666e3,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:29.774064,1,,,5.0,150,,0.0,590208c89571f50001c666e3,1,1,qd0ydl2t,,,,,0
151,ccq98vwt,6058bee6f83bac3e977d4c0b,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:30.409704,1,,,10.0,151,,0.0,6058bee6f83bac3e977d4c0b,1,1,qd0ydl2t,,,,,0
152,ybcfvf1p,5ec9fb7d111ab7533578399d,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:31.010192,1,,,5.0,152,,0.0,5ec9fb7d111ab7533578399d,1,1,qd0ydl2t,,,,,0
153,980wem25,5cb62e9293342300017a72a1,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:34.254122,1,,,8.0,153,,0.0,5cb62e9293342300017a72a1,1,1,qd0ydl2t,,,,,0
154,2zaozzf5,5ec329937b846b182b00509c,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:35.037352,1,,,15.0,154,,0.0,5ec329937b846b182b00509c,1,1,qd0ydl2t,,,,,0
155,613xyzfc,60c4e1091b936c7b812e5af4,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:36.727359,1,,,5.0,155,,0.0,60c4e1091b936c7b812e5af4,1,1,qd0ydl2t,,,,,0
156,004x5qbb,615bbe1b45c3c2e904778bce,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:43.045696,1,,,7.0,156,,0.0,615bbe1b45c3c2e904778bce,1,1,qd0ydl2t,,,,,0
157,qmri60lo,60d7d5dc074e8bc367732eb6,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:45.558927,1,,,0.0,157,,0.0,60d7d5dc074e8bc367732eb6,1,1,qd0ydl2t,,,,,0
158,vof4sij4,5d7ff85ffec5620017b07c40,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:46.819323,1,,,5.0,158,,0.0,5d7ff85ffec5620017b07c40,1,1,qd0ydl2t,,,,,0
159,gj4zstza,5f36bde6d3369c0cadac39bf,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:56.025292,1,,,6.0,159,,0.0,5f36bde6d3369c0cadac39bf,1,1,qd0ydl2t,,,,,0
160,zxxdc9ro,601478ee2d7cc94b1f1855ec,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:26:03.040166,1,,,9.0,160,,0.0,601478ee2d7cc94b1f1855ec,1,1,qd0ydl2t,,,,,0
161,8om0ndzs,611157c508ec60f3cfb2628e,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:26:06.652372,1,,,5.0,161,,0.0,611157c508ec60f3cfb2628e,1,1,qd0ydl2t,,,,,0
162,wctpvxij,5d548912e1c7130018e019dc,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:26:09.577414,1,,,5.0,162,,0.0,5d548912e1c7130018e019dc,1,1,qd0ydl2t,,,,,0
163,lpehbsgv,5f5107258dac162ba31673d1,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:26:31.227477,1,,,7.0,163,,0.0,5f5107258dac162ba31673d1,1,1,qd0ydl2t,,,,,0
164,qj1g2oh6,61076aea3f9aa048a71a4c8d,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:26:49.866462,1,,,3.0,164,,0.0,61076aea3f9aa048a71a4c8d,1,1,qd0ydl2t,,,,,0
165,y71npum7,59d5c894c732930001d88b5e,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:27:17.747585,1,,,9.0,165,,0.0,59d5c894c732930001d88b5e,1,1,qd0ydl2t,,,,,0
166,ub5vamfz,5d4a41890e604c00011ade8b,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:27:38.777408,1,,,8.0,166,,0.0,5d4a41890e604c00011ade8b,1,1,qd0ydl2t,,,,,0
167,sjoghnj1,5ec403bb09d0e02a060bd5e6,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:28:22.718292,1,,,5.0,167,,0.0,5ec403bb09d0e02a060bd5e6,1,1,qd0ydl2t,,,,,0
168,rnim5057,61023e0830e893bec6bd8f3c,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:30:21.096528,1,,,0.0,168,,0.0,61023e0830e893bec6bd8f3c,1,1,qd0ydl2t,,,,,0
169,4j7671v4,610b3dc97b4bd5a01da75f44,0,3,24,dictator_human,GroupWaitPage,2021-12-13 19:36:28.147577,1,,,0.0,169,,0.0,610b3dc97b4bd5a01da75f44,1,1,qd0ydl2t,,,,,0
170,jvvmoq6m,613646cde4d38f8b78223fa6,0,3,24,dictator_human,GroupWaitPage,2021-12-13 19:43:59.429521,1,,,0.0,170,,0.0,613646cde4d38f8b78223fa6,1,1,qd0ydl2t,,,,,0
171,trif00ly,6104696d120a50b0ec51aa1f,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:52:03.429518,1,,,8.0,171,,0.0,6104696d120a50b0ec51aa1f,1,1,qd0ydl2t,,,,,0
172,jh9cdcvn,5fc521555cd05b000cfe0998,0,8,24,trust_human_strategy,GroupWaitPage,2021-12-13 19:52:05.473638,1,,,0.0,172,,0.0,5fc521555cd05b000cfe0998,1,1,qd0ydl2t,,,,,0
173,91ulmfwg,5b5a822e1ad8270001c4f28d,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:52:05.887842,1,,,2.0,173,,0.0,5b5a822e1ad8270001c4f28d,1,1,qd0ydl2t,,,,,0
